EGID_chiff;EWID;Belegungsjahr;Bauperiode;Quartiersgruppe;Quartiersgruppe Name;Wohnungsgroesse;Anz_Kinder;Anz_Erwachsene;HH_Typ;HH_Typ_label;Erstellungsjahr
29-23-87-106-192-135-217-168-122-122-212-175-244-115-103-54-67-65-2-53-137-177-117-77-241-240-218-146-173-187-8-14;6;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
29-23-87-106-192-135-217-168-122-122-212-175-244-115-103-54-67-65-2-53-137-177-117-77-241-240-218-146-173-187-8-14;6;2016;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;1;1;Einpersonenhaushalt;2013
29-23-87-106-192-135-217-168-122-122-212-175-244-115-103-54-67-65-2-53-137-177-117-77-241-240-218-146-173-187-8-14;6;2019;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
29-23-87-106-192-135-217-168-122-122-212-175-244-115-103-54-67-65-2-53-137-177-117-77-241-240-218-146-173-187-8-14;8;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2013
29-23-87-106-192-135-217-168-122-122-212-175-244-115-103-54-67-65-2-53-137-177-117-77-241-240-218-146-173-187-8-14;9;2016;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2013
34-139-61-116-45-143-137-78-159-54-1-115-127-103-140-146-9-43-114-56-59-27-112-209-9-61-158-237-35-240-152-207;6;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2014
34-139-61-116-45-143-137-78-159-54-1-115-127-103-140-146-9-43-114-56-59-27-112-209-9-61-158-237-35-240-152-207;7;2016;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;1;1;Einpersonenhaushalt;2014
35-234-96-221-45-177-146-66-12-31-212-107-109-252-183-84-127-80-162-49-180-130-172-244-7-49-186-135-166-116-24-26;3;2017;8022;11;Quartiergruppe Winkeln;3;2;1;2;Eine erwachsene Person mit mindestens einer Person unter 18 Jahren;2017
35-234-96-221-45-177-146-66-12-31-212-107-109-252-183-84-127-80-162-49-180-130-172-244-7-49-186-135-166-116-24-26;5;2017;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
35-234-96-221-45-177-146-66-12-31-212-107-109-252-183-84-127-80-162-49-180-130-172-244-7-49-186-135-166-116-24-26;5;2018;8022;11;Quartiergruppe Winkeln;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
35-234-96-221-45-177-146-66-12-31-212-107-109-252-183-84-127-80-162-49-180-130-172-244-7-49-186-135-166-116-24-26;6;2019;8022;11;Quartiergruppe Winkeln;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2017
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;1;2013;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;2;2013;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;2;2017;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;2;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;4;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;4;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;5;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;6;2013;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;8;2014;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;8;2015;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;8;2017;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;8;2019;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;9;2019;8022;12;Quartiergruppe Bruggen;1;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;11;2013;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;11;2017;8022;12;Quartiergruppe Bruggen;3;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;13;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;13;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;14;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
35-45-58-11-153-166-10-125-115-171-206-103-36-65-78-90-174-212-19-151-167-83-236-10-41-128-38-113-140-32-137-104;15;2013;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
36-45-147-125-198-152-136-250-13-173-97-213-250-199-216-125-232-136-148-134-244-203-29-14-89-73-42-41-164-226-213-215;1;2016;8022;33;Quartiergruppe St.Fiden;6;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;1;2017;8023;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;3;2017;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;4;2016;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;4;2017;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;4;2018;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;5;2019;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;6;2018;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;10;2018;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;14;2016;8023;12;Quartiergruppe Bruggen;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;14;2019;8023;12;Quartiergruppe Bruggen;4;0;4;6;Haushalte mit drei oder mehr Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;16;2017;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;17;2017;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;18;2017;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;22;2016;8023;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2016
36-6-215-35-236-9-230-131-83-120-17-174-31-72-28-137-250-163-239-122-180-104-180-113-82-232-248-216-64-89-118-78;22;2017;8023;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2016
37-152-87-70-97-252-163-153-204-135-183-14-232-10-6-120-10-32-77-20-101-255-217-130-195-209-251-25-97-225-72-160;2;2018;8023;32;Quartiergruppe Langgass - Heiligkreuz;3;0;2;5;Haushalte mit zwei Erwachsenen;2018
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;1;2016;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;1;2018;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;2;2017;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;2;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;3;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;3;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;4;2017;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;4;2019;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;5;2017;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;6;2015;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;6;2019;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;7;2016;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;7;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;8;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;9;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;9;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;10;2017;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;10;2018;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;10;2019;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;14;2015;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;14;2018;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;15;2015;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;15;2017;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;16;2017;8022;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2015
37-224-214-230-239-237-244-226-107-194-202-1-201-72-17-17-45-162-93-58-254-37-197-215-103-161-173-227-94-110-224-167;18;2018;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2015
39-115-186-244-59-25-240-45-223-3-54-121-189-140-106-244-62-157-41-202-7-197-111-27-0-183-209-224-229-201-15-79;8;2019;8023;33;Quartiergruppe St.Fiden;5;0;1;1;Einpersonenhaushalt;2019
39-115-186-244-59-25-240-45-223-3-54-121-189-140-106-244-62-157-41-202-7-197-111-27-0-183-209-224-229-201-15-79;9;2019;8023;33;Quartiergruppe St.Fiden;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2019
39-115-186-244-59-25-240-45-223-3-54-121-189-140-106-244-62-157-41-202-7-197-111-27-0-183-209-224-229-201-15-79;10;2019;8023;33;Quartiergruppe St.Fiden;2;0;1;1;Einpersonenhaushalt;2019
39-115-186-244-59-25-240-45-223-3-54-121-189-140-106-244-62-157-41-202-7-197-111-27-0-183-209-224-229-201-15-79;13;2019;8023;33;Quartiergruppe St.Fiden;3;0;2;5;Haushalte mit zwei Erwachsenen;2019
39-115-186-244-59-25-240-45-223-3-54-121-189-140-106-244-62-157-41-202-7-197-111-27-0-183-209-224-229-201-15-79;21;2019;8023;33;Quartiergruppe St.Fiden;3;0;1;1;Einpersonenhaushalt;2019
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;1;2014;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;1;2015;8022;13;Quartiergruppe Lachen;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;1;2019;8022;13;Quartiergruppe Lachen;4;2;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;3;2011;8022;13;Quartiergruppe Lachen;4;2;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;3;2014;8022;13;Quartiergruppe Lachen;4;2;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;4;2017;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;5;2011;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;6;2011;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;6;2016;8022;13;Quartiergruppe Lachen;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;7;2013;8022;13;Quartiergruppe Lachen;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;7;2016;8022;13;Quartiergruppe Lachen;4;0;4;6;Haushalte mit drei oder mehr Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;8;2013;8022;13;Quartiergruppe Lachen;4;0;1;1;Einpersonenhaushalt;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;8;2015;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;8;2016;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;9;2015;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
39-203-94-65-169-111-23-213-26-52-70-119-102-90-100-127-175-182-109-251-128-172-131-42-9-107-121-160-71-130-124-99;9;2019;8022;13;Quartiergruppe Lachen;4;0;2;5;Haushalte mit zwei Erwachsenen;2011
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;1;2014;8022;12;Quartiergruppe Bruggen;5;3;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;1;2019;8022;12;Quartiergruppe Bruggen;5;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;2;2018;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;3;2016;8022;12;Quartiergruppe Bruggen;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;4;2014;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;4;2015;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;4;2019;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;5;2013;8022;12;Quartiergruppe Bruggen;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;5;2015;8022;12;Quartiergruppe Bruggen;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;5;2016;8022;12;Quartiergruppe Bruggen;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
3-142-60-82-226-74-56-174-18-171-108-194-154-234-78-144-165-233-249-151-232-227-44-191-42-237-231-81-197-29-102-253;5;2017;8022;12;Quartiergruppe Bruggen;5;0;2;5;Haushalte mit zwei Erwachsenen;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;1;2019;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;2;2015;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;5;2015;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;5;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;8;2013;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;8;2014;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;8;2019;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;9;2018;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;10;2015;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;12;2018;8022;12;Quartiergruppe Bruggen;4;0;1;1;Einpersonenhaushalt;2013
40-209-64-93-89-63-135-226-189-82-44-83-118-123-30-66-148-103-120-1-16-35-238-119-158-150-28-107-155-64-203-1;14;2015;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
41-160-203-212-15-216-149-54-35-20-197-191-90-71-229-229-175-137-96-149-234-60-112-156-106-7-243-207-69-8-10-157;3;2019;8022;12;Quartiergruppe Bruggen;4;0;4;6;Haushalte mit drei oder mehr Erwachsenen;2014
41-160-203-212-15-216-149-54-35-20-197-191-90-71-229-229-175-137-96-149-234-60-112-156-106-7-243-207-69-8-10-157;5;2019;8022;12;Quartiergruppe Bruggen;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
42-194-68-221-90-66-153-212-31-255-32-127-181-149-189-93-117-136-112-87-142-47-181-126-123-132-27-122-143-181-203-14;1;2016;8023;21;Quartiergruppe Rosenberg;5;3;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2016
